,作答ID,用户ID,用户名,开始时间,结束时间,作答时长(秒),作答渠道,发布ID,问卷发布名称,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,随机元素,请选择你的性别,学校以及学院,年级,选择你所在家乡城市,您大学期间是否进行过兼职（包括实习）（）？,您对兼职的态度：,据您观察，兼职的学生学业受影响的程度如何？,是否考虑过找一份兼职？,您认为寻找兼职的困难可能有-兼职信息太少??,您认为寻找兼职的困难可能有-中介机构收费太高,您认为寻找兼职的困难可能有-担心受骗,您认为寻找兼职的困难可能有-选项难以找到心仪的兼职岗位,您认为寻找兼职的困难可能有-其他,您倾向于哪些类型的兼职？-工资高的兼职,您倾向于哪些类型的兼职？-与专业贴近的兼职,您倾向于哪些类型的兼职？-锻炼个人能力的兼职,您倾向于哪些类型的兼职？-自由度高的兼职,您倾向于哪些类型的兼职？-其他,您倾向于何时兼职?,您预期的兼职月薪是？,您未选择去兼职的原因是？-以学业为重,您未选择去兼职的原因是？-没有时间精力,您未选择去兼职的原因是？-有明确的人生规划,您未选择去兼职的原因是？-认为兼职没有意义，得不到锻炼,您未选择去兼职的原因是？-不了解或不感兴趣,您从事过几份兼职？,您曾从事的兼职的类型是-家教,您曾从事的兼职的类型是-校内助教,您曾从事的兼职的类型是-服务行业（含：餐厅、书店等实体店工作）,您曾从事的兼职的类型是-推销代理,您曾从事的兼职的类型是-企业实习?,您曾从事的兼职的类型是-体力劳动,您曾从事的兼职的类型是-其他兼职,您兼职的主要目的-赚取收入,您兼职的主要目的-锻炼能力,您兼职的主要目的-积累工作经验，为就业做准备,您兼职的主要目的-满足个人爱好（旅行、游戏、恋爱等,您兼职的主要目的-充实业余时间?????,您兼职的主要目的-其他,您获得兼职信息的途径：-线下海报或广告,您获得兼职信息的途径：-专门中介机构,您获得兼职信息的途径：-老师或同学介绍,您获得兼职信息的途径：-网络信息?,您获得兼职信息的途径：-主动向招聘方询问,您获得兼职信息的途径：-其他,您倾向于何时兼职?.1,您当时的兼职月薪是？,本题检测是否认真作答，你如何看待大学生就业形势,您有过哪些被骗经历-网络兼职陷阱（刷单、打字、APP试玩点赞等）,您有过哪些被骗经历-中介坑骗,您有过哪些被骗经历-虚假招聘信息,您有过哪些被骗经历-拖欠工资,您有过哪些被骗经历-其他方式被骗,您有过哪些被骗经历-无被骗经历,您受骗后采取的措施是什么,通过兼职您有哪些收获-专业水平,通过兼职您有哪些收获-常用技能,通过兼职您有哪些收获-沟通交流,通过兼职您有哪些收获-人情世故,通过兼职您有哪些收获-忍耐毅力,通过兼职您有哪些收获-职场经验,通过兼职您有哪些收获-其他收获,您的父母对于兼职的态度是什么样的？,校内与校外兼职，您倾向于哪个？,您在寻找校内兼职过程中遇到的困难有？-校内兼职机会少,您在寻找校内兼职过程中遇到的困难有？-校内兼职信息闭塞,您在寻找校内兼职过程中遇到的困难有？-校内兼职报酬低,您在寻找校内兼职过程中遇到的困难有？-没有心仪的兼职岗位,您在寻找校内兼职过程中遇到的困难有？-其他,校园内服务性兼职和科研或助教岗位您倾向于哪一个,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职机会少,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职信息闭塞,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职报酬低,11.3您在寻找校外兼职过程中遇到的困难有？-没有心仪的兼职岗位,11.3您在寻找校外兼职过程中遇到的困难有？-距离、时间等原因,11.3您在寻找校外兼职过程中遇到的困难有？-其他,校园外兼职岗位您倾向于哪一个,是否进行过或者准备进行企业实习？,您获取实习招聘信息的主要途径？（选1?3个）-学校推荐,您获取实习招聘信息的主要途径？（选1?3个）-自己找中介,您获取实习招聘信息的主要途径？（选1?3个）-学姐学长内推,您获取实习招聘信息的主要途径？（选1?3个）-教育机构内推,您获取实习招聘信息的主要途径？（选1?3个）-自己关注企业招聘信息,您获取实习招聘信息的主要途径？（选1?3个）-其他,您的实习时间是多久呢？,对于实习选择来讲，什么是您最看重的呢？,您实习的地点在？,您做实习工作与您的专业相关性是？,您认为您的实习的时间一般多久为宜呢？,对于实习来讲，什么是您相对看重的呢？？,您实习的地点更看重什么呢？,您希望您的实习工作与您的专业相关性是？,您觉得兼职对学业的影响程度是？,经历过兼职之后您对兼职的态度是？,您认为在您从事兼职的过程中受到的待遇是否公平？,您遇到过哪些不公平现象？-分配不均,您遇到过哪些不公平现象？-专业质疑,您遇到过哪些不公平现象？-抢功背锅,您遇到过哪些不公平现象？-加班压榨,您遇到过哪些不公平现象？-刁难排挤???,您遇到过哪些不公平现象？-其他不公平现象,您遇到的兼职单位对大学生有些哪要求-性别要求,您遇到的兼职单位对大学生有些哪要求-专业要求,您遇到的兼职单位对大学生有些哪要求-技能要求?,您遇到的兼职单位对大学生有些哪要求-院校要求,您遇到的兼职单位对大学生有些哪要求-地区要求,您遇到的兼职单位对大学生有些哪要求-民族要求,您遇到的兼职单位对大学生有些哪要求-外貌要求,您遇到的兼职单位对大学生有些哪要求-其他要求,您认为兼职对以后的职业选择是否有帮助？,兼职后，对于以后职业选择的方向是,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-提供很多兼职信息??,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-设立了专门机构，规范校内外兼职招聘市场?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-帮助学生维护合法权益?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-提供许多校内的兼职岗位,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-帮忙联系实习单位?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-不了解,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-其他,在您看来，您的大学着重培养学生哪些方面的能力？-逻辑思维,在您看来，您的大学着重培养学生哪些方面的能力？-提升眼界,在您看来，您的大学着重培养学生哪些方面的能力？-专业知识,在您看来，您的大学着重培养学生哪些方面的能力？-专业技能应用,在您看来，您的大学着重培养学生哪些方面的能力？-德智体美劳全面发展,在您看来，您的大学着重培养学生哪些方面的能力？-其他能力,在您看来，招聘单位通常更青睐具备哪些特点的人才？-专业理论扎实,在您看来，招聘单位通常更青睐具备哪些特点的人才？-专业技能丰富,在您看来，招聘单位通常更青睐具备哪些特点的人才？-涉猎专业多元,在您看来，招聘单位通常更青睐具备哪些特点的人才？-较强的应变能力,您对未来工作的期望：
57,MWWwwEXM,WMRqvPQe,黄*,2022-2-16 16:44,2022-2-16 16:48,230,1,NriUJr,大学生兼职调查,106.113.192.14,114.474522,38.057158,河北省,石家庄市,MOBILE,Android,weixin,360px*780px,,女,河北医科大学,研一,江苏省，南通市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,寒暑假,1001?2000元,非常不满意,1,0,0,1,0,0,寻求家长、老师帮助,0,1,1,1,1,0,0,支持,校外,,,,,,,0,1,0,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,二到四个月,与专业的相关性,学校所在城市,密切密切,6,7,存在较少不公平现象,,,,,,,0,1,1,0,1,0,1,0,很有帮助,正式职业不会选择少数做过的兼职,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,满足安全需要（工作稳定，很少有焦虑）
58,LVJrrpZL,WLGm5WpM,做**赚钱钱,2022-2-16 16:37,2022-2-16 16:47,560,1,NriUJr,大学生兼职调查,112.47.71.123,118.303197,25.317289,福建省,泉州市,MOBILE,iOS,Apple WebKit,390px*844px,,女,福建农林大学金山学院,大三,福建省，泉州市,是,,,,,,,,,,,,,,,,,,,,,4-7份,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,寒暑假,1001?2000元,非常不满意,1,0,1,0,0,0,忍气吞声，自认倒霉,1,0,1,0,1,1,0,支持,校内,1,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,进行过,0,0,0,0,1,0,一个月,与专业的相关性,一线城市,较多联系,,,,,6,7,存在较少不公平现象,,,,,,,0,1,1,0,0,0,0,0,有一点帮助,正式职业不会选择少数做过的兼职,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,满足安全需要（工作稳定，很少有焦虑）
59,MWWwwjGM,xebRyEde,cdm****q9q30,2022-2-16 16:37,2022-2-16 16:42,310,1,NriUJr,大学生兼职调查,113.195.143.67,118.1942,28.4317,江西省,上饶市,MOBILE,Android,weixin,360px*780px,,女,吉林师范大学,大三,江西省，上饶市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,周末,500元及以下,非常不满意,0,1,1,0,0,0,忍气吞声，自认倒霉,0,0,1,1,0,0,0,中立,校内,1,1,1,1,0,助教、科研、实验室助手等?,,,,,,,,暂时没有打算,,,,,,,,,,,,,,,2,4,存在较少不公平现象,,,,,,,1,1,1,0,0,0,1,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,有归属感和社交（单位氛围暖心，与同事关系融洽）
60,LGBAAV57,p7YN82bL,cdm****2ZLMq,2022-2-16 16:35,2022-2-16 16:39,278,1,NriUJr,大学生兼职调查,1.60.215.171,123.375544,46.511318,黑龙江省,齐齐哈尔市,MOBILE,Android,Chrome,360px*792px,,男,吉林建筑大学英语学院,大二,黑龙江省，齐齐哈尔市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,寒暑假,2001-3000 元,非常不满意,0,0,0,0,0,1,,0,1,1,1,1,1,0,中立,校外,,,,,,,0,0,1,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,一到二个月,与专业的相关性,一线城市,较多联系,4,4,存在较少不公平现象,,,,,,,0,0,1,1,0,0,1,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,受到尊重（工作体面有尊严
61,M6BPPWdM,kM1Rw5y7,cdm****DhDPg,2022-2-16 16:31,2022-2-16 16:37,381,1,NriUJr,大学生兼职调查,117.136.53.172,112.134089,32.085312,湖北省,襄阳市,MOBILE,Android,Chrome,360px*760px,,男,安徽医科大学,研一,湖北省，襄阳市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,寒暑假,1001?2000元,非常不满意,1,0,1,0,0,0,向相关部门投诉,0,0,1,1,1,1,0,支持,校外,,,,,,,0,1,1,0,1,0,时间短暂来钱快上手快的兼职,准备进行,,,,,,,,,,,大于六个月,与专业的相关性,学校所在城市,较多联系,5,6,存在较少不公平现象,,,,,,,1,0,1,0,0,0,1,0,有一点帮助,正式职业之外可以继续保持该兼职,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,满足自我实现需要（激发潜能，实现自己的价值）
62,L0mDDjDe,5LmqP0xL,cdm****8bggs,2022-2-16 16:33,2022-2-16 16:35,125,1,NriUJr,大学生兼职调查,117.174.13.213,104.26298,30.552483,四川省,成都市,MOBILE,Android,weixin,360px*780px,,女,西南科技大学环境与资源学院,大一,四川省，乐山市,否,非常赞同,4,有过,0,0,1,1,0,0,0,1,1,0,周末,501-1000元,,,,,,,,,,,,,,,,,,,,,,,,,,,,非常不满意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,满足基本生活需要（满足日常基本的衣食住行和睡眠）
63,MJnOO3BM,J7Bm21ZM,cdm****AF11S,2022-2-16 16:25,2022-2-16 16:29,255,1,NriUJr,大学生兼职调查,120.208.184.184,114.2785,39.7076,山西省,大同市,MOBILE,Android,weixin,412px*892px,,女,山西财经大学统计学院,大三,山西省，大同市,是,,,,,,,,,,,,,,,,,,,,,1份,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,周末,501-1000元,非常不满意,1,1,1,0,0,0,忍气吞声，自认倒霉,0,0,1,1,1,1,0,反对,校外,,,,,,,0,1,0,0,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,一个月,与专业的相关性,家乡城市,密切密切,4,4,存在较少不公平现象,,,,,,,1,1,1,0,0,0,1,0,有一点帮助,正式职业不会选择少数做过的兼职,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
64,MDPxx23M,leNQZ8JL,等*,2022-2-16 16:16,2022-2-16 16:28,724,1,NriUJr,大学生兼职调查,218.1.18.210,121.41069,31.432677,上海市,市辖区,MOBILE,Android,Chrome,360px*780px,,男,上海工程技术大学航空运输学院,大四,安徽省，淮南市,是,,,,,,,,,,,,,,,,,,,,,10份以上,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,周末,501-1000元,非常不满意,0,0,1,1,0,0,寻求家长、老师帮助,1,1,1,1,1,1,0,支持,校内,1,0,1,1,0,助教、科研、实验室助手等?,,,,,,,,进行过,0,0,0,0,1,0,一到二个月,与专业的相关性,一线城市,较多联系,,,,,5,6,存在较少不公平现象,,,,,,,0,1,1,1,0,1,0,0,很有帮助,正式职业希望继续从事兼职做过的职业,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
65,M1KAAm2L,J7Bxlnje,cdm****L6e8S,2022-2-16 16:22,2022-2-16 16:27,269,1,NriUJr,大学生兼职调查,223.104.122.168,115.056469,30.146466,湖北省,黄石市,MOBILE,iOS,Apple WebKit,390px*844px,,男,湖北师范大学,大三,湖北省，黄石市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,寒暑假,1001?2000元,非常不满意,0,1,1,0,0,0,忍气吞声，自认倒霉,0,0,1,1,1,1,0,支持,校外,,,,,,,0,0,1,0,1,0,时间短暂来钱快上手快的兼职,准备进行,,,,,,,,,,,二到四个月,与专业的相关性,家乡城市,较多联系,6,6,存在较少不公平现象,,,,,,,1,1,0,0,0,0,1,0,很有帮助,正式职业不会选择绝大多数做过的兼职,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
66,e3BAA8wL,kM1y60EM,cdm****DPIxv,2022-2-16 16:18,2022-2-16 16:21,164,1,NriUJr,大学生兼职调查,223.73.97.3,110.378594,21.228964,广东省,湛江市,MOBILE,Android,weixin,360px*720px,,女,广东财经大学信息学院,大三,广东省，广州市,否,不推荐,4,有过,1,1,1,1,0,1,1,1,1,0,寒暑假,1001?2000元,,,,,,,,,,,,,,,,,,,,,,,,,,,,非常不满意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,满足安全需要（工作稳定，很少有焦虑）
67,7XAkkkBL,oe4gOlmL,cdm****pLwdY,2022-2-16 16:16,2022-2-16 16:20,245,1,NriUJr,大学生兼职调查,117.136.72.96,102.719663,25.090886,云南省,昆明市,MOBILE,Android,weixin,360px*780px,,女,云南财经大学,研二,云南省，昆明市,是,,,,,,,,,,,,,,,,,,,,,4-7份,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,周末,2001-3000 元,非常不满意,0,0,0,1,0,0,诉诸法律,1,1,1,1,1,1,0,反对,校外,,,,,,,1,1,1,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,进行过,1,1,1,0,0,0,四到六个月,实习条件和薪资待遇,学校所在城市,密切密切,,,,,5,7,公平,,,,,,,1,1,1,1,1,0,1,0,很有帮助,正式职业希望继续从事兼职做过的职业,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,满足安全需要（工作稳定，很少有焦虑）
68,e5yNNJKe,5M2Avyle,cdm****ypPIu,2022-2-16 16:13,2022-2-16 16:15,122,1,NriUJr,大学生兼职调查,10.92.46.255,117.151783,39.142308,天津市,市辖区,COMPUTER,Mac OS X,Safari,1440px*900px,,女,天津师范大学 外国语,大二,天津市，市辖区,否,无所谓,3,有过,0,1,1,0,0,1,1,0,0,0,寒暑假,2001-3000 元,,,,,,,,,,,,,,,,,,,,,,,,,,,,非常不满意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,满足基本生活需要（满足日常基本的衣食住行和睡眠）
69,7AxOOlyM,5M2G61k7,cdm****4hgtP,2022-2-16 16:12,2022-2-16 16:14,113,1,NriUJr,大学生兼职调查,183.200.104.46,110.947508,35.102867,山西省,运城市,MOBILE,Android,weixin,360px*800px,,女,山西大同大学化工学院,大三,山西省，大同市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,寒暑假,501-1000元,非常不满意,0,0,1,0,1,0,其他,0,0,0,1,0,0,0,支持,校外,,,,,,,1,1,1,0,0,0,时间短暂来钱快上手快的兼职,暂时没有打算,,,,,,,,,,,,,,,5,5,存在较少不公平现象,,,,,,,1,1,0,0,0,0,1,0,很有帮助,正式职业希望继续从事兼职做过的职业,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,有归属感和社交（单位氛围暖心，与同事关系融洽）
70,MJnOOwOM,kMrnaqpM,预*ぇ,2022-2-16 16:11,2022-2-16 16:14,177,1,NriUJr,大学生兼职调查,117.136.124.21,114.783894,25.689483,江西省,赣州市,MOBILE,Android,Chrome,384px*854px,,男,赣南师范大学经济管理学院,大四,江西省，赣州市,是,,,,,,,,,,,,,,,,,,,,,4-7份,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,寒暑假,501-1000元,非常不满意,0,0,0,0,0,1,,0,0,1,1,1,0,0,支持,校内,1,1,1,1,0,助教、科研、实验室助手等?,,,,,,,,进行过,1,0,0,1,1,0,二到四个月,实习条件和薪资待遇,家乡城市,密切密切,,,,,7,7,存在较少不公平现象,,,,,,,1,1,1,0,0,0,0,0,很有帮助,正式职业希望继续从事兼职做过的职业,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
71,eEKAAG67,5LmKqVnM,cdm****N7dGQ,2022-2-16 16:07,2022-2-16 16:11,273,1,NriUJr,大学生兼职调查,223.104.15.204,116.046045,43.904429,内蒙古自治区,锡林郭勒盟,MOBILE,Android,weixin,360px*800px,,女,辽宁师范大学历史文化旅游学院,研三,内蒙古自治区，锡林郭勒盟,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,周末,501-1000元,非常不满意,1,0,1,0,0,0,忍气吞声，自认倒霉,1,1,0,0,1,1,0,支持,校内,1,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,暂时没有打算,,,,,,,,,,,,,,,4,5,存在较少不公平现象,,,,,,,1,1,1,1,0,0,1,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
72,Lm9qqDOL,JekpEgQM,cdm****iwzAk,2022-2-16 16:03,2022-2-16 16:07,228,1,NriUJr,大学生兼职调查,171.219.79.242,103.889419,29.733708,四川省,乐山市,MOBILE,Android,weixin,393px*851px,,女,四川师范大学,大四,四川省，乐山市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,工作日,500元及以下,非常不满意,0,0,0,0,1,0,忍气吞声，自认倒霉,1,0,1,1,0,1,0,支持,校外,,,,,,,1,0,0,1,0,0,实习、研发等与专业相关、有一定难度的兼职?,进行过,1,0,0,0,1,0,二到四个月,实习条件和薪资待遇,一线城市,密切密切,,,,,4,4,存在较多不公平现象,0,0,0,1,0,0,0,1,1,1,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,满足基本生活需要（满足日常基本的衣食住行和睡眠）
73,e8YAArXM,JekpjnwM,cdm****JOjqx,2022-2-16 16:01,2022-2-16 16:04,184,1,NriUJr,大学生兼职调查,59.62.14.250,113.9018,27.9332,江西省,萍乡市,MOBILE,Android,weixin,360px*800px,,女,江西中医药大学,大三,江西省，南昌市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,周末,1001?2000元,非常不满意,1,0,1,0,0,0,寻求家长、老师帮助,0,1,0,1,1,0,0,中立,校内,1,0,1,1,0,校内服务型兼职（餐厅兼职、校园推广等）,,,,,,,,准备进行,,,,,,,,,,,二到四个月,实习条件和薪资待遇,学校所在城市,密切密切,4,5,存在较多不公平现象,1,0,1,0,1,0,0,0,1,1,0,0,1,0,基本没有帮助,,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,满足安全需要（工作稳定，很少有焦虑）
74,M6BPP6dM,27awNJwe,cdm****oAADu,2022-2-16 15:56,2022-2-16 16:01,264,1,NriUJr,大学生兼职调查,36.56.42.83,117.1154,31.5108,安徽省,六安市,MOBILE,Android,weixin,412px*869px,,男,扬州大学机械工程学院,大二,安徽省，六安市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,寒暑假,2001-3000 元,非常不满意,1,0,0,0,0,0,向相关部门投诉,0,1,1,0,1,1,0,支持,校内,1,0,1,0,0,校内服务型兼职（餐厅兼职、校园推广等）,,,,,,,,准备进行,,,,,,,,,,,一到二个月,实习条件和薪资待遇,家乡城市,较多联系,6,7,存在较少不公平现象,,,,,,,0,0,1,0,1,0,0,0,很有帮助,正式职业希望继续从事兼职做过的职业,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,满足基本生活需要（满足日常基本的衣食住行和睡眠）
75,7lO88z4M,z7lO8KgM,cdm****7MS7B,2022-2-16 15:57,2022-2-16 15:59,149,1,NriUJr,大学生兼职调查,222.76.62.141,119.550099,26.490598,福建省,福州市,MOBILE,Android,weixin,412px*915px,,男,上海理工大学材料学院,大三,福建省，福州市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,节假日,2001-3000 元,非常不满意,0,0,0,0,0,1,,1,0,1,0,1,0,0,支持,校内,1,0,1,1,0,助教、科研、实验室助手等?,,,,,,,,进行过,1,0,1,0,0,0,一到二个月,实习条件和薪资待遇,一线城市,密切密切,,,,,5,5,存在较少不公平现象,,,,,,,0,1,1,0,0,0,0,0,很有帮助,正式职业希望继续从事兼职做过的职业,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,满足基本生活需要（满足日常基本的衣食住行和睡眠）
76,LGBAAQP7,8MZPDGnL,cdm****ddXH6,2022-2-16 15:50,2022-2-16 15:52,115,1,NriUJr,大学生兼职调查,117.179.152.172,126.264013,46.256611,黑龙江省,绥化市,MOBILE,Android,weixin,360px*780px,,女,哈尔滨师范大学,大三,黑龙江省，哈尔滨市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,寒暑假,501-1000元,非常不满意,0,0,0,1,0,0,忍气吞声，自认倒霉,0,0,0,1,1,1,0,中立,校内,1,1,0,0,0,校内服务型兼职（餐厅兼职、校园推广等）,,,,,,,,准备进行,,,,,,,,,,,四到六个月,与专业的相关性,学校所在城市,较多联系,5,4,存在较少不公平现象,,,,,,,0,1,1,0,0,0,1,0,基本没有帮助,,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,满足安全需要（工作稳定，很少有焦虑）
77,eyPbbDbL,AM94pX4e,P*ne,2022-2-16 15:48,2022-2-16 15:51,181,1,NriUJr,大学生兼职调查,39.162.156.29,113.918552,34.860899,河南省,郑州市,MOBILE,Android,Chrome,360px*800px,,男,沈阳化工大学信息工程学院,大二,河南省，郑州市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,节假日,500元及以下,非常不满意,0,0,0,0,1,0,忍气吞声，自认倒霉,0,0,1,1,1,0,0,支持,校外,,,,,,,0,0,1,1,1,0,时间短暂来钱快上手快的兼职,准备进行,,,,,,,,,,,一到二个月,实习条件和薪资待遇,家乡城市,较多联系,5,6,无所谓,,,,,,,0,0,1,1,0,0,1,0,很有帮助,正式职业希望继续从事兼职做过的职业,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,满足基本生活需要（满足日常基本的衣食住行和睡眠）
78,Mo122OOL,veEAnbAe,打*.,2022-2-16 15:46,2022-2-16 15:50,260,1,NriUJr,大学生兼职调查,58.39.3.50,121.274695,31.078421,上海市,市辖区,MOBILE,iOS,Apple WebKit,390px*844px,,女,中国民航大学 安全科学与工程学院,大一,上海市，市辖区,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,寒暑假,2001-3000 元,非常不满意,0,0,0,0,0,1,,0,0,1,1,1,0,0,支持,校外,,,,,,,0,0,1,0,1,0,时间短暂来钱快上手快的兼职,暂时没有打算,,,,,,,,,,,,,,,5,6,存在较少不公平现象,,,,,,,0,0,0,0,0,0,0,1,有一点帮助,正式职业之外可以继续保持该兼职,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,满足基本生活需要（满足日常基本的衣食住行和睡眠）
79,L0mDP8qe,kM15JlWM,cdm****FMVCu,2022-2-16 15:47,2022-2-16 15:50,201,1,NriUJr,大学生兼职调查,222.162.45.187,126.411924,41.943127,吉林省,白山市,MOBILE,Android,Chrome,360px*780px,,女,吉林师范大学管理学院,大二,吉林省，白山市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,节假日,1001?2000元,非常不满意,0,0,0,0,0,1,,1,0,1,1,0,0,0,支持,校外,,,,,,,1,0,0,0,1,0,时间短暂来钱快上手快的兼职,准备进行,,,,,,,,,,,二到四个月,公司层次和品牌形象,学校所在城市,较多联系,6,7,存在较少不公平现象,,,,,,,0,1,1,0,0,0,0,0,很有帮助,正式职业之外可以继续保持该兼职,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,满足基本生活需要（满足日常基本的衣食住行和睡眠）
80,7qXdRqKM,5M2ADbae,南*。,2022-2-16 15:44,2022-2-16 15:49,321,1,NriUJr,大学生兼职调查,124.167.51.78,112.45245,39.34505,山西省,朔州市,MOBILE,Android,Chrome,393px*786px,,男,重庆邮电大学自动化学院,大四,山西省，朔州市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,寒暑假,2001-3000 元,非常不满意,0,0,0,0,0,1,,1,1,1,0,0,0,0,支持,校内,1,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,二到四个月,公司层次和品牌形象,一线城市,较多联系,4,6,公平,,,,,,,1,1,0,0,0,0,1,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,满足自我实现需要（激发潜能，实现自己的价值）
